pid,labels
0790757354,"['Movies & TV', 'Studio Specials', 'Warner Home Video', 'All Titles']"
0790785366,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
079079568X,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
0792102320,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
0792110188,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
0792115465,"['Movies & TV', 'Boxed Sets', 'Westerns']"
0792143817,"['Movies & TV', 'Movies']"
0792145097,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
0792145496,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
0792146344,"['Movies & TV', 'Movies']"
0792146433,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
0792151712,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
0792153189,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
0792153456,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
0792153677,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
0792153685,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
0792154436,"['Movies & TV', 'Spanish Language', 'Comedia']"
0792157850,"['Movies & TV', 'Widescreen', 'Action & Adventure']"
0792158202,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
0792160347,"['Movies & TV', 'Paramount Home Entertainment', 'Drama']"
0792160932,"['Movies & TV', 'Paramount Home Entertainment', 'Classics']"
0792165039,"['Movies & TV', 'Paramount Home Entertainment']"
0792166523,"['Movies & TV', 'Paramount Home Entertainment', 'Action & Adventure']"
0792166736,"['Movies & TV', 'Music Artists', 'Manilow, Barry']"
0792171306,"['Movies & TV', 'Movies']"
0792199405,"['Movies & TV', 'Paramount Home Entertainment', 'Drama']"
0792292553,"['Movies & TV', 'Educational']"
0792833201,"['Movies & TV', 'Studio Specials', 'Warner Home Video', 'All Titles']"
0792834917,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
0792834933,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Comedy']"
0792834976,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
079283514X,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792836030,"['CDs & Vinyl', 'Pop', 'Dance Pop']"
0792836529,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792836618,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Movie Time']"
0792836685,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Movie Time']"
0792837398,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792837746,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Comedy']"
0792838513,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792838653,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Family Entertainment']"
0792838661,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Movie Time']"
0792838726,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792838947,"['Movies & TV', 'MGM Home Entertainment', 'All MGM Titles']"
0792838955,"['Movies & TV', 'Musicals & Performing Arts', 'Musicals']"
0792839072,"['Movies & TV', 'Studio Specials', 'Warner Home Video', 'All Titles']"
0792839129,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792839420,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
079283948X,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792839684,"['Movies & TV', 'Science Fiction & Fantasy', 'Science Fiction', 'Sci-Fi Action']"
0792840011,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792840119,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792840968,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792840984,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792841409,"['Movies & TV', 'Studio Specials', '20th Century Fox Home Entertainment', 'All Fox Titles']"
0792841840,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792841905,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792841980,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792842006,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
079284209X,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Contemporary Classics']"
0792842111,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792842162,"['Movies & TV', 'MGM Home Entertainment', 'All MGM Titles']"
0792842340,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Soul Cinema']"
0792842626,"['Movies & TV', 'Art House & International', 'By Country', 'Germany', 'Drama']"
0792843622,"['Movies & TV', 'Studio Specials', 'Sci Fi Channel', 'All Sci Fi Channel Shows']"
0792843800,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Family Entertainment']"
0792843894,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792843967,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792843991,"['Movies & TV', 'MGM Home Entertainment', 'All MGM Titles']"
0792844025,"['Movies & TV', 'Musicals & Performing Arts', 'Musicals']"
0792844033,"['Movies & TV', 'Cult Movies', 'Comedy']"
0792844041,"['Movies & TV', 'Shakespeare on DVD Store', 'The Works', 'The Histories']"
0792844645,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Drama']"
0792844718,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Movie Time']"
0792844734,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Music & Musicals']"
0792844785,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Musicals']"
0792845242,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792845498,[]
0792845552,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Action & Adventure']"
079284565X,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'MGM Movie Time']"
0792845870,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Drama']"
0792845900,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792846133,"['Movies & TV', 'MGM Home Entertainment', 'All MGM Titles']"
0792846605,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
0792898524,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
0792898702,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792899075,"['Movies & TV', 'Studio Specials', 'MGM Home Entertainment', 'All MGM Titles']"
0792899229,"['Movies & TV', 'Genre for Featured Categories', 'Foreign Films']"
0792899458,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
0792899768,"['Movies & TV', 'Art House & International', 'By Country', 'France']"
0792899806,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
0793927536,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
0793927714,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
079396041X,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
0793961009,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
0793984297,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
0800104862,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800111842,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800112652,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800114051,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800115066,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Drama']"
0800116143,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800121260,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800127943,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800129016,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800129784,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800135547,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800136926,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800139062,"['Movies & TV', 'Art House & International', 'By Country', 'United Kingdom', 'Comedy']"
0800141660,"['Movies & TV', 'Holidays & Seasonal', 'Christmas', 'Comedy']"
0800141709,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800141741,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800177029,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800180429,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0800198840,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0842368175,"['Movies & TV', 'Christian Video', 'Bible']"
0842375619,"['Movies & TV', 'Genre for Featured Categories', 'Faith & Spirituality']"
084252455X,"['Movies & TV', 'Independently Distributed', 'Drama']"
0842526919,"['Books', 'Christian Books & Bibles', 'Christian Denominations & Sects']"
0849922372,"['Movies & TV', 'Genre for Featured Categories', 'Faith & Spirituality']"
0849975034,"['Movies & TV', 'Christian Video', 'Christmas']"
0849986761,"['Movies & TV', 'Christian Video', 'Bible']"
0870204556,"['Movies & TV', 'Genre for Featured Categories', 'Documentary']"
0874934648,"['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']"
0892216972,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
0898706939,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
0898707145,"['Movies & TV', 'Christian Video', 'General']"
093085280X,"['Movies & TV', 'Genre for Featured Categories', 'Military & War']"
0935278591,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
0936184906,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
0941232131,"['Movies & TV', 'Independently Distributed', 'Documentary']"
0941283186,"['Movies & TV', 'Independently Distributed', 'Sports']"
0945671873,"['Movies & TV', 'Yoga', 'General']"
0949906980,"['Movies & TV', 'Genre for Featured Categories', 'Documentary']"
0956310117,"['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']"
0963093932,"['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']"
0963811215,"['Movies & TV', 'Independently Distributed', 'Horror']"
0964083817,"['Movies & TV', 'Independently Distributed', 'Documentary']"
0964278928,"['Movies & TV', 'Genre for Featured Categories', 'Documentary']"
0964500094,"['Movies & TV', 'Movies']"
0966063341,"['Movies & TV', 'Independently Distributed', 'Drama']"
0966296400,"['Movies & TV', 'Independently Distributed', 'Art House & International']"
0966531248,"['Movies & TV', 'Independently Distributed', 'Special Interests']"
0966691105,"['Movies & TV', 'Genre for Featured Categories', 'Faith & Spirituality']"
0966965132,"['Movies & TV', 'Independently Distributed', 'Documentary']"
0967124816,"['Movies & TV', 'Independently Distributed', 'Kids & Family']"
0967418518,"['Movies & TV', 'Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
0967501032,"['Movies & TV', 'Independently Distributed', 'Documentary']"
096751780X,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
0967733006,[]
0967830206,"['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']"
0970103905,"['Movies & TV', 'Independently Distributed', 'Art House & International']"
097013830X,"['Movies & TV', 'Art House & International', 'By Original Language', 'German']"
0970648561,"['Movies & TV', 'Independently Distributed', 'Special Interests']"
0970662408,"['Movies & TV', 'Cult Movies', 'Horror']"
0970742231,"['Movies & TV', 'Independently Distributed', 'Special Interests']"
0971098212,"['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']"
0971098220,"['Movies & TV', 'Yoga', 'General']"
0971098255,"['Movies & TV', 'Yoga', 'General']"
097131649X,"['Movies & TV', 'Independently Distributed', 'Documentary']"
0971366306,"['Movies & TV', 'Independently Distributed', 'Kids & Family']"
0971744319,"['Movies & TV', 'Independently Distributed', 'Special Interests']"
0972043306,"['Movies & TV', 'Independently Distributed', 'Documentary']"
0972597506,"['Movies & TV', 'Independently Distributed', 'Documentary']"
0973005009,"['Movies & TV', 'Independently Distributed', 'Comedy']"
0973323396,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
097369470X,"['Movies & TV', 'Genre for Featured Categories', 'Documentary']"
0974510300,"['Movies & TV', 'Movies']"
0975061968,"['Movies & TV', 'Genre for Featured Categories', 'Sports']"
0976202468,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
0976233916,"['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']"
0976731096,"['Movies & TV', 'Blu-ray', 'Movies']"
0979236304,"['Movies & TV', 'Genre for Featured Categories', 'Sports']"
0979927900,"['Movies & TV', 'Movies']"
0981458971,"['Movies & TV', 'Movies']"
0981460224,"['Movies & TV', 'Movies']"
0982153309,"['Movies & TV', 'Shakespeare on DVD Store', 'The Works', 'The Tragedies']"
0982745508,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
0982939876,"['Movies & TV', 'Genre for Featured Categories', 'Faith & Spirituality']"
0982982224,"['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']"
0983298122,"['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']"
0984301801,"['Movies & TV', 'Movies']"
0988187469,"['Movies & TV', 'Science Fiction & Fantasy', 'Fantasy']"
098828278X,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
1401926339,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
1401926436,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
1401927297,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
1403143609,"['Movies & TV', 'Genre for Featured Categories', 'Faith & Spirituality']"
140498822X,"['Movies & TV', 'Movies']"
1415723427,"['Movies & TV', 'TV']"
1421367912,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
1424819210,"['Movies & TV', 'Studio Specials', 'Sci Fi Channel', 'All Sci Fi Channel Shows']"
1556586892,"['Movies & TV', 'Genre for Featured Categories', 'Documentary']"
1557396248,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
1557840873,"['Movies & TV', 'Independently Distributed', 'Action & Adventure']"
1558804641,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
1558908382,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
1558908676,"['Movies & TV', 'Studio Specials', 'Miramax Home Entertainment', 'All Titles']"
155940860X,"['Movies & TV', 'Criterion Collection', 'All']"
1559408677,"['Movies & TV', 'Criterion Collection', 'All']"
1559408758,"['Movies & TV', 'Criterion Collection', 'All']"
1559409002,"['Movies & TV', 'Cult Movies', 'Horror']"
1559746114,"['Movies & TV', 'Independently Distributed', 'Documentary']"
1560154012,"['Movies & TV', 'Movies']"
1560395907,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']"
1560396474,"['Movies & TV', 'Genre for Featured Categories', 'Anime & Manga']"
1560689994,"['Movies & TV', 'Cult Movies', 'Sci-Fi & Fantasy']"
1561080004,"['Movies & TV', 'Independently Distributed', 'Drama']"
1561270563,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
1561589578,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
1561764213,[]
1562020226,"['Movies & TV', 'Genre for Featured Categories', 'Comedy']"
1562021907,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
1562022393,"['Movies & TV', 'Genre for Featured Categories', 'Drama']"
1562196308,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
1562196367,"['Movies & TV', 'Animation', 'Feature Films']"
1562196650,"['Movies & TV', 'Genre for Featured Categories', 'Action & Adventure']"
1562199730,"['Movies & TV', 'Boxed Sets', 'Art House & International']"
1562550888,"['Movies & TV', 'Genre for Featured Categories', 'Romance']"
1563311976,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']"
