,0005089549
1873,6301967569
1874,6301966163
1875,6301967771
1876,6301967852
1877,630196604X
1878,6301944593
1879,6301964314
1880,6301934946
1881,6301964306
1882,6301948394
1883,6301955137
1884,6301880447
1885,6301968964
1886,6301967720
1887,6301965698
1888,630196571X
1889,6301935063
1890,6301967933
1891,6301966449
1892,6301967917
1893,6301968972
1894,6301967283
1895,6301967275
1896,6301969367
1897,6301969022
1898,6301966848
1899,6301966651
1900,6301969081
1901,630196926X
1902,6301967380
1903,6301965663
1904,6301969847
1905,6301964209
1906,6301966805
1907,6301967070
1908,6301969162
1909,6301964179
1910,6301969464
1911,6301969561
1912,6301944658
1913,6301969774
1914,6301969065
1915,6301967828
1916,6301942647
1917,6301903242
1918,6301971280
1919,6301967313
1920,6301971809
1921,6301966422
1922,6301966562
1923,6301963776
1924,6301935047
1925,630196991X
1926,6301971914
1927,6301971760
1928,6301967968
1929,6301971779
1930,6301971663
1931,6301969413
1932,6301972252
1933,6301969308
1934,6301966554
1935,630196778X
1936,6301969294
1937,6301969030
1938,630196781X
1939,6301928253
1940,6301969979
1941,6301966244
1942,6301973313
1943,6301972228
1944,6301969316
1945,6301969111
1946,6301969448
1947,6301969928
1948,6301971345
1949,6301971191
1950,6301967690
1951,6301975979
1952,630197204X
1953,6301976711
1954,6301964055
1955,6301969138
1956,6301976045
1957,6301976096
1958,6301976398
1959,6301973259
1960,6301967763
1961,6301977211
1962,6301973178
1963,6301969014
1964,6301977092
1965,6301966090
1966,6301968824
1967,6301977483
1968,6301971876
1969,6301975960
1970,6301972937
1971,6301976215
1972,6301977963
1973,6301972651
1974,6301978501
1975,6301973070
1976,6301977491
1977,6301977637
1978,630197882X
1979,6301977351
1980,6301976460
1981,6301977343
1982,6301978439
1983,6301978242
1984,6301978374
1985,630197753X
1986,6301971175
1987,6301977629
1988,6301972732
1989,6301972341
1990,6301926382
1991,6301979516
1992,6301977181
1993,6301973208
1994,6301977270
1995,6301979850
1996,6301982746
1997,6301972163
1998,630197669X
1999,6301987810
2000,6301973461
2001,6301968891
2002,6301978560
2003,6301966627
2004,6301971531
2005,6301978749
2006,6302004411
2007,6301972279
2008,6301977459
2009,630196408X
2010,630186316X
2011,630200912X
2012,6301980476
2013,6302000610
2014,6301976029
2015,6302023637
2016,6301986040
2017,6301973305
2018,6302004454
2019,6301978315
2020,6302000815
2021,6302023726
2022,6302023750
2023,6302025230
2024,6301971418
2025,6301986105
2026,630202028X
2027,6301971752
2028,6302032245
2029,630199616X
2030,6301966376
2031,6301995902
2032,6301967712
2033,6301973232
2034,6301966899
2035,6302020816
2036,6302032199
2037,6302010306
2038,6301978617
2039,6301978188
2040,6302035163
2041,6302035058
2042,6302032229
2043,6302035090
2044,630203082X
2045,6302035724
2046,6302023734
2047,6302030919
2048,6302025303
2049,6302037336
2050,6302036054
2051,6302037255
2052,6302036763
2053,6301976207
2054,6302038324
2055,6302034299
2056,6302041066
2057,6302032253
2058,6301986059
2059,6302036852
2060,6301978641
2061,6302041112
2062,6302033276
2063,6301996100
2064,6302033799
2065,6302033020
2066,6302037298
2067,6302043239
2068,6302038340
2069,6302041082
2070,630204135X
2071,6302035449
2072,6302033837
2073,6301965876
2074,6302034434
2075,6302048982
2076,630203793X
2077,6302048990
2078,6302041090
2079,6301976177
2080,6302038448
2081,6302069106
2082,6302044960
2083,6302066875
2084,6302016746
2085,6302036720
2086,6302034922
2087,6302075629
2088,6302055067
2089,6302088593
2090,6302045916
2091,6302023777
2092,6302054249
2093,6302038499
2094,630204121X
2095,6302078091
2096,6301978196
2097,6302038316
2098,6302037271
2099,630207472X
2100,6302069122
2101,6302054095
2102,6302041147
2103,6302035279
2104,6302032237
2105,6302069270
2106,6302053692
2107,6302099358
2108,6302077729
2109,630200098X
2110,6302098505
2111,6302098440
2112,6302096243
2113,6302089999
2114,6302077869
2115,6302088135
2116,6302101417
2117,6302077850
2118,6302077877
2119,6302044944
2120,6302068967
2121,6302077826
2122,6302111099
2123,6302105838
2124,630206239X
2125,6302088399
2126,6302044634
2127,6302111285
2128,6302113296
2129,6302078024
2130,6302109612
2131,6302098459
2132,6302091071
2133,6302113156
2134,630210131X
2135,6302049148
2136,6302112117
2137,6302112060
2138,6302091632
2139,6302069130
2140,6302113210
2141,6302048974
2142,6302096316
2143,6302101735
2144,6302120543
2145,6302089654
2146,6302112109
2147,6302089727
2148,6302101743
2149,630208878X
2150,630212381X
2151,6302098572
2152,630211702X
2153,6302113253
2154,6302121825
2155,6302101220
2156,6302120608
2157,6302099390
2158,6302120527
2159,6302132894
2160,6301977750
2161,6302130115
2162,6302130948
2163,6302132789
2164,6302120519
2165,6302098424
2166,6302136261
2167,6302068983
2168,6302096251
2169,6302098491
2170,6302139708
2171,6302130131
2172,6302101395
2173,6302035570
2174,6302121582
2175,6302112052
2176,6302000653
2177,6302139791
2178,6302120551
2179,6302136229
2180,6302148359
2181,6302098548
2182,6302132703
2183,6302058449
2184,6302156815
2185,6302139775
2186,6302158095
2187,6302148669
2188,6302148375
2189,6302150930
2190,6302150647
2191,6302120462
2192,6302157471
2193,6302152496
2194,6302152461
2195,6302089913
2196,6302150949
2197,6302149630
2198,6302135397
2199,6302148677
2200,6302148332
2201,6302156823
2202,6302161479
2203,6302174899
2204,6302131049
2205,6302148278
2206,6302120616
2207,6302165547
2208,630210176X
2209,630203535X
2210,6302172888
2211,6302041104
2212,6302177421
2213,6302180155
2214,6302181755
2215,6302142237
2216,6302179815
2217,6302149487
2218,6302199719
2219,6302168465
2220,6302203678
2221,6302168406
2222,6302182948
2223,6302161592
2224,6302181631
2225,6302194725
2226,6302077990
2227,6302174864
2228,6302182840
2229,6302213304
2230,6302126037
2231,6302215927
2232,6302215714
2233,6302224489
2234,6302194245
2235,6302208890
2236,6302206294
2237,6302215730
2238,6302227178
2239,6302221684
2240,6302224357
2241,6302213282
2242,6302181461
2243,6302036941
2244,6302135559
2245,6302221579
2246,6302235960
2247,6302224322
2248,6302230918
2249,6302224462
2250,6302247268
2251,6302241413
2252,6302241219
2253,630223218X
2254,6302213142
2255,6302241189
2256,6302238269
2257,6302240980
2258,630222540X
2259,6302235979
2260,6302238331
2261,6302241359
2262,6302224306
2263,6302247152
2264,6302078075
2265,6302241200
2266,630223168X
2267,6302136296
2268,6302233852
2269,6302199581
2270,6302230519
2271,630218293X
2272,630224112X
2273,6302180201
2274,6302256615
2275,6302241081
2276,6302260973
2277,6302254132
2278,6302255848
2279,6302260930
2280,6302240972
2281,6302247829
2282,6302250277
2283,630223722X
2284,6302247837
2285,6302262380
2286,6302253764
2287,6302191114
2288,630226197X
2289,6302250161
2290,6302256690
2291,6302241073
2292,6302259096
2293,6302261295
2294,6302271118
2295,6302249597
2296,6302261597
2297,6302276063
2298,6302158176
2299,6302274001
2300,6302241235
2301,6302251192
2302,6302208912
2303,6302272548
2304,6302260957
2305,6302280222
2306,6302276594
2307,6302277507
2308,6302263808
2309,6302281725
2310,6302281822
2311,6302263921
2312,6302283701
2313,6302270405
2314,630228354X
2315,6302287448
2316,6302283612
2317,6302287634
2318,6302283620
2319,6302281849
2320,6302241693
2321,6302270847
2322,6302265797
2323,630229357X
2324,630229455X
2325,6302276365
2326,6302280893
2327,6302287715
2328,630228371X
2329,6302296919
2330,6302296935
2331,630224983X
2332,6302280206
2333,6302289041
2334,6302309514
2335,6302287383
2336,6302313899
2337,6302289009
2338,630229374X
2339,630228175X
2340,6302309522
2341,6302286794
2342,6302271991
2343,6302292050
2344,630231464X
2345,6302272602
2346,630231402X
2347,6302281814
2348,6302314399
2349,6302315441
2350,6302305950
2351,6302326109
2352,6302320410
2353,6302289033
2354,6302308607
2355,6302314674
2356,6302320429
2357,6302287413
2358,6302263948
2359,630232579X
2360,6302309603
2361,6302309506
2362,6302328101
2363,6302280397
2364,6302320763
2365,6302314658
2366,630225678X
2367,6302353742
2368,6302354129
2369,6302308135
2370,6302308577
2371,6302269431
2372,6302277760
2373,6302344875
2374,6302238064
2375,6302261473
2376,6302342082
2377,6302314097
2378,630229200X
2379,6302312434
2380,6302354102
2381,6302308070
2382,630232811X
2383,6302289017
2384,6302342120
2385,630232050X
2386,6302320488
2387,6302363098
2388,630232792X
2389,6302312418
2390,6302344891
2391,6302350875
2392,6302353750
2393,6302369053
2394,6302365937
2395,6302375703
2396,6302281830
2397,6302365678
2398,6302336678
2399,6302386608
2400,630238074X
2401,6302375738
2402,6302368790
2403,6302282454
2404,6302390656
2405,6302299489
2406,6302311764
2407,6302345359
2408,630237426X
2409,6302313880
2410,6302413443
2411,6302413273
2412,6302360951
2413,6302413850
2414,6302418828
2415,6302375711
2416,6302414016
2417,6302413818
2418,6302409829
2419,6302413451
2420,6302413419
2421,6302406641
2422,6302298709
2423,6302413737
2424,6302359694
2425,6302413761
2426,6302420733
2427,6302413729
2428,6302424879
2429,6302428084
2430,6302404223
2431,630241346X
2432,6302270529
2433,6302426200
2434,6302413540
2435,6302428637
2436,6302428149
2437,6302439698
2438,6302405696
2439,6302390362
2440,6302413621
2441,6302413435
2442,630244327X
2443,6302452198
2444,630242335X
2445,6302453011
2446,6302447402
2447,6302374367
2448,6302380294
2449,630243078X
2450,6302426537
2451,6302426685
2452,6302447712
2453,6302409365
2454,6302452953
2455,6302430739
2456,6302453127
2457,6302457025
2458,6302459702
2459,6302450187
2460,6302443245
2461,630241332X
2462,6302464870
2463,6302453151
2464,6302428122
2465,6302462762
2466,6302430909
2467,6302375770
2468,6302451787
2469,6302477778
2470,6302413559
2471,630247809X
2472,6302462452
2473,6302462142
2474,6302451876
2475,6302452961
2476,6302456991
2477,6302478928
2478,630245333X
2479,6302477379
2480,6302453267
2481,6302458900
2482,6302478596
2483,6302484286
2484,6302439485
2485,6302424909
2486,6302478103
2487,6302478081
2488,6302484413
2489,6302453240
2490,6302484464
2491,6302484405
2492,6302484367
2493,6302482879
2494,6302479487
2495,6302479479
2496,6302468469
2497,6302452929
2498,6302491894
2499,6302491975
2500,6302484383
2501,6302424887
2502,6302413362
2503,6302477786
2504,6302484499
2505,6302499003
2506,630248443X
2507,6302457254
2508,630249186X
2509,6302499488
2510,6302485053
2511,6302403421
2512,6302494737
2513,6302447739
2514,6302503833
2515,630236308X
2516,6302502667
2517,6302507308
2518,6302503515
2519,6302484391
2520,6302510236
2521,6302483395
2522,6302460247
2523,6302508908
2524,630251018X
2525,6302470021
2526,6302491967
2527,6302510554
2528,6302516544
2529,6302478960
2530,6302498996
2531,630250998X
2532,6302530121
2533,6302526795
2534,6302530032
2535,6302510139
2536,6302491940
2537,6302481791
2538,6302526051
2539,6302540038
2540,6302540046
2541,6302532108
2542,6302469090
2543,6302491886
2544,6302503507
2545,6302492890
2546,6302510163
2547,6302513375
2548,6302482712
2549,6302507596
2550,6302541743
2551,630249933X
2552,6302548411
2553,6302530237
2554,630251004X
2555,6302541786
2556,6302518237
2557,6302544289
2558,6302564573
2559,6302561825
2560,6302561760
2561,6302568293
2562,630243954X
2563,6302428939
2564,6302559480
2565,6302485010
2566,6302554721
2567,6302507022
2568,6302574072
2569,6302555450
2570,6302406544
2571,6302510007
2572,6302534372
2573,6302548748
2574,630254176X
2575,6302554713
2576,6302503795
2577,630257207X
2578,6302587239
2579,6302587263
2580,6302509998
2581,6302561957
2582,6302588626
2583,6302482895
2584,6302559308
2585,6302593247
2586,6302593239
2587,6302561019
2588,630245316X
2589,630258793X
2590,6302561795
2591,630260494X
2592,6302587948
2593,6302598850
2594,6302548438
2595,630252587X
2596,6302610648
2597,6302610583
2598,6302595770
2599,6302593220
2600,6302597706
2601,6302600367
2602,6302538130
2603,6302629195
2604,6302606993
2605,6302503760
2606,6302526183
2607,6302629101
2608,6302604931
2609,6302530334
2610,6302586143
2611,6302597552
2612,6302636663
2613,6302593107
2614,6302593204
2615,6302605121
2616,6302627001
2617,6302637899
2618,6302641837
2619,6302590531
2620,6302587204
2621,6302641829
2622,6302640504
2623,6302637856
2624,6302605016
2625,6302641969
2626,6302640415
2627,6302610605
2628,6302636671
2629,6302632935
2630,6302643651
2631,6302641934
2632,6302641764
2633,6302645352
2634,6302610761
2635,6302641950
2636,6302637597
2637,6302616379
2638,630265856X
2639,6302622948
2640,6302655897
2641,630266232X
2642,6302643449
2643,6302658624
2644,6302658659
2645,6302658888
2646,6302610575
2647,6302616271
2648,6302658470
2649,6302610699
2650,630264660X
2651,6302642019
2652,630264223X
2653,630265873X
2654,6302641977
2655,6302658780
2656,6302665175
2657,6302666740
2658,6302666759
2659,6302665183
2660,630264187X
2661,630267672X
2662,6302662478
2663,6302650046
2664,6302662206
2665,6302681774
2666,6302658772
2667,6302643635
2668,6302652936
2669,6302620740
2670,6302665396
2671,6302682525
2672,6302669960
2673,6302648440
2674,6302658845
2675,6302638828
2676,6302690404
2677,6302641926
2678,6302682509
2679,6302676231
2680,6302676452
2681,6302658586
2682,6302682614
2683,6302682231
2684,6302662591
2685,6302690420
2686,6302676711
2687,6302689724
2688,6302670322
2689,6302662745
2690,6302658349
2691,630268918X
2692,6302682622
2693,6302642000
2694,6302640520
2695,6302690390
2696,630266117X
2697,6302681049
2698,6302658756
2699,6302679036
2700,6302717310
2701,6302676835
2702,6302717639
2703,630259331X
2704,6302681685
2705,6302686555
2706,6302682517
2707,6302717612
2708,6302681634
2709,6302639972
2710,6302717752
2711,630271771X
2712,6302656125
2713,6302712920
2714,6302682576
2715,6302700949
2716,6302715563
2717,6302689317
2718,6302718872
2719,6302712009
2720,6302711657
2721,6302703794
2722,6302718961
2723,6302717337
2724,6302678846
2725,6302707757
2726,6302719410
2727,6302717256
2728,6302593301
2729,6302720419
2730,6302719038
2731,630271110X
2732,6302722764
2733,6302712017
2734,6302728657
2735,6302725623
2736,6302722551
2737,6302670306
2738,6302731259
2739,630273486X
2740,6302706122
2741,6302730015
2742,6302682592
2743,6302744520
2744,6302728371
2745,6302641756
2746,6302722543
2747,6302719666
2748,6302746590
2749,6302718805
2750,630272273X
2751,6302623294
2752,6302534364
2753,6302751152
2754,6302730023
2755,6302725577
2756,6302747198
2757,6302760070
2758,630272256X
2759,6302682630
2760,630275433X
2761,6302749336
2762,6302685141
2763,6302747384
2764,6302703786
2765,6302763746
2766,6302737249
2767,6302728363
2768,6302734924
2769,6302762898
2770,6302751004
2771,6302725542
2772,6302760089
2773,6302762960
2774,630271544X
2775,630276209X
2776,6302763932
2777,6302757096
2778,6302763835
2779,6302768837
2780,6302754356
2781,6302739861
2782,630276386X
2783,6302767911
2784,6302763193
2785,6302766885
2786,6302767741
2787,6302746930
2788,6302783348
2789,6302766338
2790,6302747252
2791,6302776899
2792,6302760119
2793,6302776929
2794,6302763908
2795,6302766540
2796,6302763924
2797,6302787149
2798,6302787068
2799,6302791235
2800,6302779766
2801,6302787076
2802,6302789648
2803,6302753198
2804,6302779294
2805,6302768063
2806,6302756510
2807,6302787025
2808,6302717329
2809,6302782678
2810,6302772745
2811,6302795575
2812,6302797519
2813,6302787041
2814,630279482X
2815,6302798442
2816,6302779448
2817,6302783356
2818,6302784751
2819,6302797748
2820,6302800498
2821,6302799112
2822,6302798485
2823,630279756X
2824,6302797454
2825,6302798477
2826,6302798515
2827,6302763770
2828,6302796377
2829,6302756499
2830,6302797543
2831,6302796695
2832,6302800447
2833,6302747058
2834,6302795451
2835,6302794129
2836,6302800692
2837,6302800595
2838,6302779480
2839,6302802636
2840,6302765145
2841,6302800544
2842,6302795621
2843,6302800404
2844,6302800854
2845,6302732824
2846,6302801095
2847,6302801133
2848,6302797462
2849,6302794404
2850,6302800587
2851,6302806348
2852,6302784743
2853,630280471X
2854,630280664X
2855,6302805406
2856,6302800560
2857,6302800536
2858,6302798434
2859,6302807573
2860,6302799163
2861,6302814669
2862,6302800471
2863,6302804590
2864,6302800722
2865,6302787262
2866,6302801060
2867,6302802660
2868,6302801117
2869,6302765412
2870,6302800420
2871,6302782511
2872,6302797675
2873,6302806305
2874,6302765188
2875,6302800897
2876,6302814146
2877,6302824435
2878,6302763878
2879,6302797535
2880,6302795567
2881,6302814804
